Company:,AeroCab Services,,,,,,
Date:,,,,,,,
,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD38939,International Terminal,6:02 PM,00:20:00,Peak Time,Yes,19,1
RD38940,International Terminal,6:39 PM,00:19:00,Peak Time,Yes,17,2
RD38941,International Terminal,11:21 AM,00:20:00,Peak Time,Yes,19,1
RD38942,International Terminal,7:44 PM,00:17:00,Peak Time,Yes,16,1
RD38943,International Terminal,10:27 AM,00:15:00,Peak Time,No,15,0
RD38944,International Terminal,8:22 PM,00:30:00,Peak Time,No,30,0
RD38945,International Terminal,6:13 PM,00:02:00,Peak Time,Yes,3,1
RD38946,International Terminal,12:11 AM,00:19:00,Peak Time,No,19,0
RD38947,International Terminal,10:50 AM,00:02:00,Peak Time,Yes,5,1
RD38948,International Terminal,11:27 AM,00:19:00,Peak Time,Yes,17,2
RD38949,International Terminal,2:03 AM,00:16:00,Peak Time,No,16,0
RD38950,International Terminal,1:14 PM,00:05:00,Peak Time,Yes,6,2
RD38951,International Terminal,7:25 PM,00:15:00,Peak Time,No,15,0
RD38952,International Terminal,5:27 AM,00:17:00,Peak Time,Yes,16,1
RD38953,International Terminal,5:31 AM,00:03:00,Peak Time,Yes,5,2
RD38954,International Terminal,12:14 PM,00:17:00,Peak Time,No,17,0
RD38955,International Terminal,5:25 AM,00:04:00,Peak Time,Yes,6,1
RD38956,International Terminal,11:42 AM,00:19:00,Peak Time,Yes,17,2
RD38957,International Terminal,11:51 AM,00:04:00,Peak Time,Yes,7,1
RD38958,International Terminal,2:12 AM,00:17:00,Peak Time,No,17,0
RD38959,International Terminal,6:52 PM,00:03:00,Peak Time,Yes,6,1
RD38960,International Terminal,12:17 AM,00:05:00,Peak Time,Yes,7,1
RD38961,International Terminal,9:02 PM,00:17:00,Peak Time,Yes,15,2
RD38962,International Terminal,5:47 AM,00:03:00,Peak Time,Yes,6,1
RD38963,International Terminal,12:33 AM,00:19:00,Peak Time,No,19,0
RD38964,International Terminal,4:48 AM,00:17:00,Peak Time,Yes,15,2
RD38965,International Terminal,10:48 AM,00:19:00,Peak Time,No,19,0
RD38966,International Terminal,12:24 PM,00:02:00,Peak Time,Yes,6,1
RD38967,International Terminal,12:56 AM,00:16:00,Peak Time,Yes,15,1
RD38968,International Terminal,1:35 PM,00:18:00,Peak Time,Yes,17,1
RD38969,International Terminal,1:05 PM,00:21:00,Peak Time,Yes,19,2
RD38970,International Terminal,11:39 AM,00:20:00,Peak Time,Yes,18,2
RD38971,International Terminal,7:06 PM,00:19:00,Peak Time,No,19,0
RD38972,International Terminal,2:11 AM,00:30:00,Peak Time,No,30,0
RD38973,International Terminal,3:51 AM,00:04:00,Peak Time,Yes,8,1
RD38974,International Terminal,10:35 AM,00:02:00,Non-Peak Time,No,6,0
RD38975,International Terminal,3:40 AM,00:04:00,Non-Peak Time,Yes,8,1
RD38976,International Terminal,11:47 AM,00:03:00,Non-Peak Time,No,6,0
RD38977,International Terminal,9:35 PM,00:02:00,Non-Peak Time,No,5,0
RD38978,International Terminal,5:27 AM,00:04:00,Non-Peak Time,Yes,6,1
RD38979,International Terminal,2:56 AM,00:03:00,Non-Peak Time,Yes,5,1
RD38980,International Terminal,10:49 AM,00:03:00,Non-Peak Time,Yes,5,2
RD38981,International Terminal,5:24 AM,00:04:00,Non-Peak Time,Yes,6,2
RD38982,International Terminal,1:18 PM,00:02:00,Non-Peak Time,No,9,0
RD38983,International Terminal,4:47 AM,00:03:00,Non-Peak Time,No,6,0
RD38984,International Terminal,8:48 PM,00:03:00,Non-Peak Time,No,7,0
RD38985,International Terminal,12:33 PM,00:04:00,Non-Peak Time,Yes,5,2
RD38986,International Terminal,1:51 PM,00:03:00,Non-Peak Time,Yes,5,2
RD38987,International Terminal,10:22 AM,00:04:00,Non-Peak Time,Yes,7,1
RD38988,International Terminal,12:59 PM,00:15:00,Peak Time,No,15,0
RD38989,International Terminal,4:07 AM,00:04:00,Peak Time,Yes,5,2
RD38990,International Terminal,3:37 AM,00:02:00,Peak Time,Yes,8,1
RD38991,International Terminal,12:40 PM,00:18:00,Peak Time,No,18,0
RD38992,International Terminal,11:49 AM,00:05:00,Peak Time,Yes,7,2
RD38993,International Terminal,12:06 PM,00:19:00,Peak Time,Yes,18,1
RD38994,International Terminal,1:07 PM,00:06:00,Peak Time,Yes,6,2
RD38995,International Terminal,8:25 PM,00:04:00,Non-Peak Time,Yes,6,2
RD38996,International Terminal,1:03 PM,00:18:00,Peak Time,Yes,16,2
RD38997,International Terminal,10:31 AM,00:19:00,Peak Time,No,19,0
RD38998,International Terminal,11:35 PM,00:03:00,Peak Time,Yes,6,1
RD38999,International Terminal,12:50 PM,00:19:00,Peak Time,No,19,0
RD39000,International Terminal,5:47 AM,00:16:00,Peak Time,Yes,15,1
RD39001,International Terminal,1:54 PM,00:19:00,Peak Time,Yes,17,2
RD39002,International Terminal,11:02 AM,00:02:00,Non-Peak Time,No,6,0
RD39003,International Terminal,2:44 AM,00:04:00,Non-Peak Time,Yes,5,1
RD39004,International Terminal,1:15 PM,00:16:00,Peak Time,Yes,15,1
RD39005,International Terminal,3:00 AM,00:03:00,Non-Peak Time,No,6,0
RD39006,International Terminal,7:37 PM,00:04:00,Non-Peak Time,Yes,7,2
RD39007,International Terminal,9:42 PM,00:02:00,Non-Peak Time,Yes,7,1
RD39008,International Terminal,9:27 PM,00:03:00,Non-Peak Time,Yes,6,2
RD39009,International Terminal,12:32 PM,00:02:00,Non-Peak Time,Yes,7,1
RD39010,International Terminal,1:15 PM,00:20:00,Peak Time,Yes,19,1
RD39011,International Terminal,6:16 PM,00:17:00,Peak Time,Yes,15,2
RD39012,International Terminal,2:28 AM,00:04:00,Peak Time,Yes,7,2
RD39013,International Terminal,1:44 PM,00:05:00,Peak Time,Yes,6,2
RD39014,International Terminal,12:34 PM,00:03:00,Peak Time,Yes,7,1
RD39015,International Terminal,8:16 PM,00:02:00,Non-Peak Time,Yes,4,1
RD39016,International Terminal,1:53 PM,00:17:00,Peak Time,Yes,15,2
RD39017,International Terminal,3:58 AM,00:23:00,Peak Time,No,23,0
RD39018,International Terminal,8:35 PM,00:04:00,Non-Peak Time,Yes,8,2
RD39019,International Terminal,10:48 AM,00:19:00,Peak Time,Yes,18,1
RD39020,International Terminal,9:09 PM,00:15:00,Peak Time,No,15,0
RD39021,International Terminal,11:27 AM,00:17:00,Peak Time,No,17,0
RD39022,International Terminal,12:44 AM,00:05:00,Peak Time,Yes,8,1
RD39023,International Terminal,4:36 AM,00:03:00,Non-Peak Time,Yes,4,2
RD39024,International Terminal,1:20 PM,00:05:00,Peak Time,Yes,6,1
RD39025,International Terminal,7:33 PM,00:15:00,Peak Time,No,15,0
RD39026,International Terminal,6:38 PM,00:03:00,Non-Peak Time,Yes,5,2
RD39027,International Terminal,9:30 PM,00:04:00,Non-Peak Time,Yes,6,1
RD39028,International Terminal,10:48 AM,00:02:00,Non-Peak Time,No,6,0
RD39029,International Terminal,6:33 PM,00:05:00,Non-Peak Time,Yes,7,2
RD39030,International Terminal,6:47 PM,00:02:00,Non-Peak Time,No,7,0
RD39031,International Terminal,3:25 AM,00:04:00,Non-Peak Time,Yes,6,1
RD39032,International Terminal,1:49 PM,00:05:00,Non-Peak Time,Yes,6,2
RD39033,International Terminal,6:36 PM,00:05:00,Non-Peak Time,Yes,6,2
RD39034,International Terminal,11:33 AM,00:05:00,Non-Peak Time,Yes,6,2
RD39035,International Terminal,1:07 AM,00:04:00,Non-Peak Time,Yes,8,1
RD39036,International Terminal,11:46 AM,00:02:00,Non-Peak Time,No,7,0
RD39037,International Terminal,11:49 PM,00:02:00,Non-Peak Time,No,7,0
RD39038,International Terminal,1:52 AM,00:03:00,Non-Peak Time,Yes,6,1
RD39039,International Terminal,11:07 PM,00:05:00,Non-Peak Time,Yes,7,2
RD39040,International Terminal,1:58 PM,00:04:00,Non-Peak Time,Yes,6,1
RD39041,International Terminal,12:07 PM,00:03:00,Non-Peak Time,Yes,4,1
RD39042,International Terminal,3:03 AM,00:04:00,Non-Peak Time,Yes,6,1
RD39043,International Terminal,12:57 AM,00:04:00,Non-Peak Time,Yes,6,1
RD39044,International Terminal,1:27 PM,00:02:00,Non-Peak Time,Yes,7,1
RD39045,International Terminal,12:12 PM,00:02:00,Non-Peak Time,No,7,0
RD39046,International Terminal,10:10 AM,00:03:00,Non-Peak Time,No,7,0
RD39047,International Terminal,11:31 PM,00:02:00,Non-Peak Time,Yes,6,1
RD39048,International Terminal,10:53 AM,00:03:00,Non-Peak Time,Yes,8,2
RD39049,International Terminal,1:08 PM,00:05:00,Non-Peak Time,Yes,6,2
RD39050,International Terminal,10:50 AM,00:02:00,Non-Peak Time,Yes,4,1
RD39051,International Terminal,11:29 AM,00:05:00,Non-Peak Time,Yes,6,2
RD39052,International Terminal,8:16 PM,00:03:00,Non-Peak Time,Yes,5,2
RD39053,International Terminal,1:27 PM,00:05:00,Non-Peak Time,Yes,5,2
RD39054,International Terminal,10:19 AM,00:04:00,Non-Peak Time,Yes,4,2
RD39055,International Terminal,11:42 PM,00:16:00,Peak Time,Yes,15,1
RD39056,International Terminal,2:55 AM,00:17:00,Peak Time,Yes,15,2
RD39057,International Terminal,6:06 PM,00:04:00,Peak Time,Yes,6,1
RD39058,International Terminal,4:05 AM,00:03:00,Peak Time,Yes,9,1
RD39059,International Terminal,11:57 PM,00:05:00,Peak Time,Yes,7,1
RD39060,International Terminal,8:42 PM,00:19:00,Peak Time,Yes,17,2
RD39061,International Terminal,1:38 PM,00:05:00,Peak Time,Yes,9,1
RD39062,International Terminal,7:09 PM,00:19:00,Peak Time,No,19,0
RD39063,International Terminal,9:15 PM,00:04:00,Peak Time,Yes,7,2
RD39064,International Terminal,11:09 AM,00:19:00,Peak Time,No,19,0
RD39065,International Terminal,3:14 AM,00:16:00,Peak Time,Yes,15,1
RD39066,International Terminal,1:18 PM,00:18:00,Peak Time,Yes,16,2
RD39067,International Terminal,10:24 AM,00:18:00,Peak Time,No,18,0
RD39068,International Terminal,12:17 AM,00:19:00,Peak Time,Yes,17,2
RD39069,International Terminal,8:09 PM,00:20:00,Peak Time,Yes,18,2
RD39070,International Terminal,12:23 AM,00:17:00,Peak Time,No,17,0
RD39071,International Terminal,4:50 AM,00:03:00,Peak Time,Yes,6,2
RD39072,International Terminal,7:54 PM,00:16:00,Peak Time,Yes,15,1
RD39073,International Terminal,9:48 PM,00:18:00,Peak Time,No,18,0
RD39074,International Terminal,10:16 AM,00:17:00,Peak Time,Yes,16,1
RD39075,International Terminal,4:11 AM,00:17:00,Peak Time,No,17,0
RD39076,International Terminal,12:34 PM,00:19:00,Peak Time,No,19,0
RD39077,International Terminal,10:57 AM,00:05:00,Peak Time,Yes,6,2
RD39078,International Terminal,1:45 AM,00:21:00,Peak Time,Yes,19,2
RD39079,International Terminal,11:41 AM,00:03:00,Peak Time,Yes,6,2
RD39080,International Terminal,6:29 PM,00:04:00,Peak Time,Yes,9,1
RD39081,International Terminal,7:28 PM,00:05:00,Peak Time,Yes,9,2
RD39082,International Terminal,5:13 AM,00:05:00,Peak Time,Yes,7,1
RD39083,International Terminal,10:38 AM,00:19:00,Peak Time,No,19,0
RD39084,International Terminal,9:24 PM,00:15:00,Peak Time,No,15,0
RD39085,International Terminal,6:19 PM,00:03:00,Non-Peak Time,Yes,7,1
RD39086,International Terminal,10:18 AM,00:03:00,Non-Peak Time,No,7,0
RD39087,International Terminal,5:03 AM,00:03:00,Non-Peak Time,Yes,5,2
RD39088,International Terminal,6:06 PM,00:03:00,Non-Peak Time,Yes,7,2
RD39089,International Terminal,5:39 AM,00:02:00,Non-Peak Time,Yes,5,1
RD39090,International Terminal,11:35 PM,00:05:00,Non-Peak Time,Yes,6,2
RD39091,International Terminal,11:57 PM,00:05:00,Non-Peak Time,Yes,6,2
RD39092,International Terminal,11:15 AM,00:04:00,Non-Peak Time,Yes,5,2
RD39093,International Terminal,10:17 AM,00:03:00,Non-Peak Time,No,8,0
RD39094,International Terminal,6:32 PM,00:05:00,Non-Peak Time,Yes,7,2
RD39095,International Terminal,11:11 AM,00:05:00,Non-Peak Time,Yes,5,2
RD39096,International Terminal,1:21 PM,00:04:00,Non-Peak Time,Yes,7,1
RD39097,International Terminal,10:34 AM,00:02:00,Non-Peak Time,No,6,0
RD39098,International Terminal,11:33 PM,00:04:00,Non-Peak Time,Yes,9,1
RD39099,International Terminal,1:33 PM,00:03:00,Non-Peak Time,No,6,0
RD39100,International Terminal,10:00 AM,00:04:00,Non-Peak Time,Yes,6,1
RD39101,International Terminal,12:12 PM,00:04:00,Peak Time,Yes,6,1
RD39102,International Terminal,9:40 PM,00:15:00,Peak Time,No,15,0
RD39103,International Terminal,12:23 AM,00:03:00,Non-Peak Time,Yes,4,1
RD39104,International Terminal,11:48 AM,00:17:00,Peak Time,Yes,15,2
RD39105,International Terminal,1:49 PM,00:17:00,Peak Time,Yes,15,2
RD39106,International Terminal,2:22 AM,00:04:00,Non-Peak Time,Yes,6,1
RD39107,International Terminal,8:30 PM,00:06:00,Peak Time,Yes,6,2
RD39108,International Terminal,1:18 AM,00:19:00,Peak Time,Yes,18,1
RD39109,International Terminal,1:58 PM,00:19:00,Peak Time,Yes,17,2
RD39110,International Terminal,5:06 AM,00:05:00,Non-Peak Time,Yes,6,2
RD39111,International Terminal,1:35 AM,00:19:00,Peak Time,Yes,18,1
RD39112,International Terminal,9:44 PM,00:05:00,Peak Time,Yes,6,2
RD39113,International Terminal,2:59 AM,00:04:00,Peak Time,Yes,6,1
RD39114,International Terminal,12:19 PM,00:03:00,Non-Peak Time,Yes,6,2
RD39115,International Terminal,6:27 PM,00:02:00,Non-Peak Time,No,6,0
RD39116,International Terminal,12:06 AM,00:17:00,Peak Time,Yes,15,2
RD39117,International Terminal,12:34 PM,00:18:00,Peak Time,No,18,0
RD39118,International Terminal,1:22 AM,00:17:00,Peak Time,Yes,16,1
RD39119,International Terminal,12:34 PM,00:04:00,Non-Peak Time,Yes,5,1
RD39120,International Terminal,1:47 PM,00:19:00,Peak Time,Yes,18,1
RD39121,International Terminal,12:56 PM,00:19:00,Peak Time,No,19,0
RD39122,International Terminal,5:32 AM,00:03:00,Non-Peak Time,Yes,5,1
RD39123,International Terminal,12:21 AM,00:16:00,Peak Time,No,16,0
RD39124,International Terminal,12:15 AM,00:05:00,Non-Peak Time,Yes,6,2
RD39125,International Terminal,1:17 PM,00:04:00,Non-Peak Time,Yes,6,2
RD39126,International Terminal,12:53 PM,00:16:00,Peak Time,No,16,0
RD39127,International Terminal,6:31 PM,00:23:00,Peak Time,No,23,0
RD39128,International Terminal,12:04 PM,00:04:00,Peak Time,Yes,6,1
RD39129,International Terminal,1:09 PM,00:04:00,Peak Time,Yes,8,2
RD39130,International Terminal,10:03 AM,00:05:00,Non-Peak Time,Yes,7,2
RD39131,International Terminal,3:19 AM,00:17:00,Peak Time,No,17,0
RD39132,International Terminal,10:07 AM,00:03:00,Peak Time,Yes,7,2
RD39133,International Terminal,3:04 AM,00:05:00,Non-Peak Time,Yes,6,2
RD39134,International Terminal,1:24 AM,00:04:00,Non-Peak Time,Yes,8,2
RD39135,International Terminal,3:17 AM,00:03:00,Non-Peak Time,Yes,6,2
RD39136,International Terminal,11:20 PM,00:02:00,Non-Peak Time,No,7,0
RD39137,International Terminal,7:54 PM,00:03:00,Non-Peak Time,Yes,9,1
RD39138,International Terminal,10:19 AM,00:03:00,Non-Peak Time,Yes,5,2
RD39139,International Terminal,12:15 PM,00:04:00,Non-Peak Time,Yes,6,1
RD39140,International Terminal,6:29 PM,00:05:00,Non-Peak Time,Yes,7,2
RD39141,International Terminal,11:42 AM,00:03:00,Non-Peak Time,No,7,0
RD39142,International Terminal,12:46 PM,00:05:00,Non-Peak Time,Yes,7,2
RD39143,International Terminal,11:26 PM,00:03:00,Non-Peak Time,Yes,6,1
RD39144,International Terminal,1:48 PM,00:04:00,Non-Peak Time,Yes,6,1
RD39145,International Terminal,4:21 AM,00:02:00,Non-Peak Time,No,4,0
RD39146,International Terminal,2:14 AM,00:03:00,Non-Peak Time,No,8,0
RD39147,International Terminal,9:34 PM,00:03:00,Non-Peak Time,Yes,9,2
RD39148,International Terminal,6:01 PM,00:05:00,Non-Peak Time,Yes,7,2
RD39149,Pickup Zones,7:03 PM,00:06:00,Non-Peak Time,Yes,7,3
RD39150,Pickup Zones,1:28 AM,00:08:00,Non-Peak Time,Yes,8,5
RD39151,Pickup Zones,5:47 AM,00:06:00,Non-Peak Time,No,6,0
RD39152,Pickup Zones,3:02 AM,00:07:00,Non-Peak Time,Yes,5,4
RD39153,Pickup Zones,11:17 AM,00:07:00,Non-Peak Time,Yes,6,4
RD39154,Pickup Zones,10:03 AM,00:06:00,Non-Peak Time,Yes,7,3
RD39155,Pickup Zones,5:30 AM,00:08:00,Non-Peak Time,Yes,7,5
RD39156,Pickup Zones,11:06 AM,00:08:00,Non-Peak Time,Yes,7,5
RD39157,Pickup Zones,12:42 PM,00:08:00,Non-Peak Time,Yes,8,5
RD39158,Pickup Zones,12:38 PM,00:08:00,Non-Peak Time,Yes,6,5
RD39159,Pickup Zones,1:51 PM,00:08:00,Non-Peak Time,Yes,7,5
RD39160,Pickup Zones,2:37 AM,00:06:00,Non-Peak Time,No,6,0
RD39161,Pickup Zones,12:55 PM,00:07:00,Non-Peak Time,Yes,7,4
RD39162,Pickup Zones,12:29 PM,00:20:00,Peak Time,No,20,0
RD39163,Pickup Zones,1:18 AM,00:21:00,Peak Time,Yes,18,3
RD39164,Pickup Zones,9:00 PM,00:09:00,Peak Time,Yes,7,5
RD39165,Pickup Zones,11:59 PM,00:19:00,Peak Time,No,19,0
RD39166,Pickup Zones,12:15 PM,00:23:00,Peak Time,Yes,20,3
RD39167,Pickup Zones,7:30 PM,00:21:00,Peak Time,No,21,0
RD39168,Pickup Zones,4:38 AM,00:16:00,Peak Time,No,16,0
RD39169,Pickup Zones,1:29 PM,00:16:00,Peak Time,No,16,0
RD39170,Pickup Zones,1:00 PM,00:24:00,Peak Time,Yes,21,3
RD39171,Pickup Zones,1:45 PM,00:19:00,Peak Time,No,19,0
RD39172,Pickup Zones,11:41 AM,00:20:00,Peak Time,Yes,15,5
RD39173,Pickup Zones,9:17 PM,00:28:00,Peak Time,No,28,0
RD39174,Pickup Zones,10:05 AM,00:21:00,Peak Time,Yes,17,4
RD39175,Pickup Zones,4:12 AM,00:05:00,Peak Time,Yes,7,3
RD39176,Pickup Zones,6:21 PM,00:24:00,Peak Time,No,24,0
RD39177,Pickup Zones,11:55 AM,00:24:00,Peak Time,No,24,0
RD39178,Pickup Zones,11:26 PM,00:30:00,Peak Time,No,30,0
RD39179,Pickup Zones,1:14 PM,00:19:00,Peak Time,No,19,0
RD39180,Pickup Zones,9:01 PM,00:16:00,Peak Time,No,16,0
RD39181,Pickup Zones,1:21 PM,00:20:00,Peak Time,No,20,0
RD39182,Pickup Zones,3:31 AM,00:04:00,Peak Time,Yes,8,3
RD39183,Pickup Zones,8:00 PM,00:23:00,Peak Time,No,23,0
RD39184,Pickup Zones,12:03 PM,00:20:00,Peak Time,Yes,15,5
RD39185,Pickup Zones,11:29 AM,00:24:00,Peak Time,No,24,0
RD39186,Pickup Zones,5:06 AM,00:23:00,Peak Time,Yes,19,4
RD39187,Pickup Zones,12:57 PM,00:22:00,Peak Time,No,22,0
RD39188,Pickup Zones,12:23 AM,00:28:00,Peak Time,No,28,0
RD39189,Pickup Zones,11:56 AM,00:15:00,Peak Time,No,15,0
RD39190,Pickup Zones,8:05 PM,00:23:00,Peak Time,Yes,18,5
RD39191,Pickup Zones,11:46 AM,00:26:00,Peak Time,Yes,23,3
RD39192,Pickup Zones,2:18 AM,00:20:00,Peak Time,Yes,17,3
RD39193,Pickup Zones,2:17 AM,00:29:00,Peak Time,Yes,24,5
RD39194,Pickup Zones,9:08 PM,00:20:00,Peak Time,No,20,0
RD39195,Pickup Zones,7:20 PM,00:29:00,Peak Time,Yes,24,5
RD39196,Pickup Zones,1:22 PM,00:17:00,Peak Time,No,17,0
RD39197,Pickup Zones,12:32 PM,00:24:00,Peak Time,No,24,0
RD39198,Pickup Zones,7:18 PM,00:06:00,Non-Peak Time,No,6,0
RD39199,Pickup Zones,1:29 PM,00:08:00,Non-Peak Time,Yes,7,5
RD39200,Pickup Zones,3:00 AM,00:07:00,Non-Peak Time,No,7,0
RD39201,Pickup Zones,10:00 AM,00:06:00,Non-Peak Time,Yes,7,3
RD39202,Pickup Zones,11:50 AM,00:06:00,Non-Peak Time,Yes,6,3
RD39203,Pickup Zones,4:09 AM,00:08:00,Non-Peak Time,Yes,7,5
RD39204,Pickup Zones,12:19 PM,00:08:00,Non-Peak Time,Yes,6,5
RD39205,Pickup Zones,5:02 AM,00:08:00,Non-Peak Time,Yes,6,5
RD39206,Pickup Zones,11:37 AM,00:06:00,Non-Peak Time,Yes,8,3
RD39207,Pickup Zones,4:18 AM,00:07:00,Non-Peak Time,Yes,6,4
RD39208,Pickup Zones,9:45 PM,00:06:00,Non-Peak Time,No,6,0
RD39209,Pickup Zones,2:28 AM,00:07:00,Non-Peak Time,No,7,0
RD39210,Pickup Zones,12:02 PM,00:07:00,Non-Peak Time,Yes,7,4
RD39211,Pickup Zones,1:33 PM,00:06:00,Non-Peak Time,Yes,7,3
RD39212,Pickup Zones,1:26 PM,00:07:00,Non-Peak Time,Yes,6,4
RD39213,Pickup Zones,5:16 AM,00:22:00,Peak Time,No,22,0
RD39214,Pickup Zones,1:52 PM,00:08:00,Peak Time,Yes,8,5
RD39215,Pickup Zones,4:10 AM,00:23:00,Peak Time,Yes,20,3
RD39216,Pickup Zones,1:32 AM,00:30:00,Peak Time,No,30,0
RD39217,Pickup Zones,2:17 AM,00:29:00,Peak Time,Yes,24,5
RD39218,Pickup Zones,1:38 PM,00:17:00,Peak Time,No,17,0
RD39219,Pickup Zones,11:23 PM,00:28:00,Peak Time,No,28,0
RD39220,Pickup Zones,11:38 PM,00:07:00,Non-Peak Time,Yes,9,4
RD39221,Pickup Zones,9:46 PM,00:06:00,Non-Peak Time,Yes,9,3
RD39222,Pickup Zones,4:56 AM,00:22:00,Peak Time,Yes,17,5
RD39223,Pickup Zones,8:16 PM,00:05:00,Peak Time,Yes,5,4
RD39224,Pickup Zones,10:35 AM,00:22:00,Peak Time,Yes,19,3
RD39225,Pickup Zones,1:18 PM,00:22:00,Peak Time,No,22,0
RD39226,Pickup Zones,11:49 AM,00:15:00,Peak Time,No,15,0
RD39227,Pickup Zones,10:26 AM,00:06:00,Non-Peak Time,Yes,8,3
RD39228,Pickup Zones,7:31 PM,00:27:00,Peak Time,Yes,23,4
RD39229,Pickup Zones,3:33 AM,00:20:00,Peak Time,Yes,16,4
RD39230,Pickup Zones,10:31 AM,00:28:00,Peak Time,No,28,0
RD39231,Pickup Zones,1:49 AM,00:15:00,Peak Time,No,15,0
RD39232,Pickup Zones,11:23 AM,00:06:00,Peak Time,Yes,7,3
RD39233,Pickup Zones,7:42 PM,00:05:00,Peak Time,Yes,6,3
RD39234,Pickup Zones,3:48 AM,00:07:00,Non-Peak Time,Yes,6,4
RD39235,Pickup Zones,10:04 AM,00:20:00,Peak Time,No,20,0
RD39236,Pickup Zones,11:17 AM,00:19:00,Peak Time,No,19,0
RD39237,Pickup Zones,6:12 PM,00:27:00,Peak Time,Yes,22,5
RD39238,Pickup Zones,10:39 AM,00:08:00,Peak Time,Yes,7,4
RD39239,Pickup Zones,4:27 AM,00:09:00,Peak Time,Yes,7,5
RD39240,Pickup Zones,7:45 PM,00:08:00,Non-Peak Time,Yes,7,5
RD39241,Pickup Zones,3:48 AM,00:07:00,Non-Peak Time,Yes,7,4
RD39242,Pickup Zones,10:21 AM,00:08:00,Non-Peak Time,Yes,6,5
RD39243,Pickup Zones,12:42 PM,00:07:00,Peak Time,Yes,6,4
RD39244,Pickup Zones,12:17 PM,00:08:00,Non-Peak Time,Yes,6,5
RD39245,Pickup Zones,9:49 PM,00:22:00,Peak Time,Yes,17,5
RD39246,Pickup Zones,4:34 AM,00:24:00,Peak Time,Yes,19,5
RD39247,Pickup Zones,1:53 PM,00:23:00,Peak Time,No,23,0
RD39248,Pickup Zones,1:27 PM,00:22:00,Peak Time,Yes,18,4
RD39249,Pickup Zones,10:39 AM,00:19:00,Peak Time,Yes,16,3
RD39250,Pickup Zones,6:00 PM,00:06:00,Non-Peak Time,Yes,6,3
RD39251,Pickup Zones,11:42 PM,00:07:00,Non-Peak Time,Yes,6,4
RD39252,Pickup Zones,4:03 AM,00:06:00,Non-Peak Time,Yes,5,3
RD39253,Pickup Zones,11:26 PM,00:08:00,Non-Peak Time,Yes,8,5
RD39254,Pickup Zones,10:08 AM,00:08:00,Non-Peak Time,Yes,7,5
RD39255,Pickup Zones,12:08 AM,00:07:00,Non-Peak Time,Yes,7,4
RD39256,Pickup Zones,11:45 PM,00:07:00,Non-Peak Time,Yes,6,4
RD39257,Pickup Zones,1:09 PM,00:07:00,Non-Peak Time,No,7,0
RD39258,Pickup Zones,1:43 PM,00:06:00,Non-Peak Time,Yes,6,3
RD39259,Pickup Zones,1:23 PM,00:06:00,Non-Peak Time,No,6,0
RD39260,Pickup Zones,6:36 PM,00:07:00,Non-Peak Time,Yes,8,4
RD39261,Pickup Zones,9:05 PM,00:07:00,Non-Peak Time,Yes,7,4
RD39262,Pickup Zones,1:51 AM,00:07:00,Non-Peak Time,No,7,0
RD39263,Pickup Zones,3:43 AM,00:07:00,Non-Peak Time,No,7,0
RD39264,Pickup Zones,10:47 AM,00:07:00,Non-Peak Time,No,7,0
RD39265,Pickup Zones,8:13 PM,00:08:00,Non-Peak Time,Yes,5,5
RD39266,Pickup Zones,4:10 AM,00:08:00,Non-Peak Time,Yes,7,5
RD39267,Pickup Zones,1:30 AM,00:07:00,Non-Peak Time,Yes,9,4
RD39268,Pickup Zones,10:11 AM,00:07:00,Non-Peak Time,Yes,8,4
RD39269,Pickup Zones,11:22 AM,00:08:00,Non-Peak Time,Yes,9,5
RD39270,Pickup Zones,11:00 AM,00:07:00,Non-Peak Time,Yes,7,4
RD39271,Pickup Zones,3:58 AM,00:07:00,Non-Peak Time,No,7,0
RD39272,Pickup Zones,1:46 PM,00:08:00,Non-Peak Time,Yes,7,5
RD39273,Pickup Zones,12:47 AM,00:07:00,Non-Peak Time,Yes,7,4
RD39274,Pickup Zones,11:09 PM,00:08:00,Non-Peak Time,Yes,6,5
RD39275,Pickup Zones,1:07 PM,00:07:00,Non-Peak Time,No,7,0
RD39276,Pickup Zones,1:39 AM,00:07:00,Non-Peak Time,Yes,8,4
RD39277,Pickup Zones,7:26 PM,00:07:00,Non-Peak Time,Yes,6,4
RD39278,Pickup Zones,4:59 AM,00:06:00,Non-Peak Time,Yes,6,3
RD39279,Pickup Zones,7:56 PM,00:07:00,Non-Peak Time,Yes,6,4
RD39280,Pickup Zones,3:09 AM,00:08:00,Non-Peak Time,Yes,6,5
RD39281,Pickup Zones,8:29 PM,00:23:00,Peak Time,No,23,0
RD39282,Pickup Zones,9:25 PM,00:30:00,Peak Time,No,30,0
RD39283,Pickup Zones,10:30 AM,00:16:00,Peak Time,No,16,0
RD39284,Pickup Zones,12:09 PM,00:30:00,Peak Time,No,30,0
RD39285,Pickup Zones,6:40 PM,00:24:00,Peak Time,No,24,0
RD39286,Pickup Zones,1:46 PM,00:17:00,Peak Time,No,17,0
RD39287,Pickup Zones,1:17 AM,00:22:00,Peak Time,Yes,18,4
RD39288,Pickup Zones,12:38 PM,00:25:00,Peak Time,Yes,20,5
RD39289,Pickup Zones,1:05 PM,00:05:00,Peak Time,Yes,6,4
